teks,akurasi,kualitas,pelayanan,pengemasan,harga,pengiriman,s_akurasi,s_kualitas,s_pelayanan,s_pengemasan,s_harga,s_pengiriman
barang tidak sesuai dengan pesanan,1,0,0,0,0,0,negatif,-,-,-,-,-
Cocok Recomend nih barangnya dgn harga segitu,0,0,0,0,1,0,-,-,-,-,positif,-
Tidak sesuai Pictnya Tidak bisa ke pake,1,0,0,0,0,0,negatif,-,-,-,-,-
"Gojap memang keceh, dia sigap banget terhadap pertanyaan yg konsumen berikan, walaupun saya bawelin nanya trs dia ttp jawab, barang sudah sampe pdhal baru kmren order barangpun sesuai pesanan dan dpt bonus tambahan yaitu lampu USb terimakasih Gojap",0,0,1,0,0,1,-,-,positif,-,-,positif
"kualitas jelek, tidak bisa dipake",0,1,0,0,0,0,-,negatif,-,-,-,-
Mantap barang sesuai instruksi pelapak.mksh,1,0,0,0,0,0,positif,-,-,-,-,-
semua saya suka tp pengirimannya lama.. Namun akan lebih baik apabila ...,0,1,0,0,0,1,-,positif,-,-,-,negatif
"Packing kurang baik, jadinya patah",0,1,0,1,0,0,-,negatif,-,negatif,-,-
"Respon sopan,kain halus,sesuailah",0,1,1,0,0,0,-,positif,positif,-,-,-
Keren. Barang bagus. Mantap mas,0,1,0,0,0,0,-,positif,-,-,-,-
Barang ok banget nih. Saran ajah packingnya kurang rapih dan aman jgn asal plastik ajah. Soalnya pas sampai tangan saya packing plastiknya pada robek,0,1,0,1,0,0,-,positif,-,negatif,-,-
"Barang nya sesuai walaupun awalnya ada kendala sedikit, tapi respon seller nya cepet banget, Recommended seller (y)",1,0,1,0,0,0,positif,-,positif,-,-,-
Packing rapi dan sesuai pesanan,1,0,0,1,0,0,positif,-,-,positif,-,-
"Sebelum order saya sudah pastikan ke penjual ketersediaan stock 5pcs warna hitam, langsung saya order, setelah order lu saya pastikan lg 5pcs semua warna hitam, dan ternyata yg datang 2 hitam, 2 biru dan 1 pink. Saya sangat kecewa dgn penjual ini",1,1,1,0,0,0,negatif,negatif,negatif,-,-,-
Barang cepat sampai,0,0,0,0,0,1,-,-,-,-,-,positif
"Keren,, sesuai ekspektasi",1,1,0,0,0,0,positif,positif,-,-,-,-
fast respon. recomended seller. trims iLoops,0,0,1,0,0,0,-,-,positif,-,-,-
Barang oke kualitas sesuai harga. Respon lama. pengiriman lama.,0,1,1,0,1,1,-,positif,negatif,-,positif,negatif
3 jam dr transaksii.....brg sdh smp....TOP BANGET,0,0,0,0,0,1,-,-,-,-,-,positif
Packingan nya rapi bgt..sampe susah buat buka..bnr2 terjamin..,0,0,0,1,0,0,-,-,-,positif,-,-
"Suka, barang bagus, pengiriman cepat sampai.????????????????????",0,1,0,0,0,1,-,positif,-,-,-,positif
"Barangnya bagus, sellernya baik hnya bonusnya gak bisa d pakai",0,1,1,0,0,0,-,positif,positif,-,-,-
Barang Sesuai Pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
"Barang cepat dikirim, respon penjual sangat cepat barang belum dicoba tapi semoga sesuai dengan harapan terimakasih!",0,0,1,0,0,1,-,-,positif,-,-,positif
barang rusak ga bisa di delet file yg udah masuk...... Namun akan lebih baik apabila barang jangan di jual lagi,0,1,0,0,0,0,-,negatif,-,-,-,-
tidak sesuai deskripsi Namun akan lebih baik apabila jujur dalam berjualan,1,0,0,0,0,0,negatif,-,-,-,-,-
Good sesuai pesanan yg dikirim ya terimakasih atas kerjasama nya,1,1,0,0,0,0,positif,positif,-,-,-,-
"Packing baik....barusan sy pasang,charging 2 jam penuh......bekerja dg baik.....",0,1,0,1,0,0,-,positif,-,positif,-,-
"Bagus barangnya sesuai pesanan ,semua nyala dengan baik",1,1,0,0,0,0,positif,positif,-,-,-,-
"Barang cpt sampai, respon chat cepat",0,0,1,0,0,1,-,-,positif,-,-,positif
"Respon baik cepet , bagus rapih cepet sampai",0,0,1,1,0,1,-,-,positif,positif,-,positif
Bagus dan pas d hp cocok peniriman lumayan cpt,0,1,0,0,0,1,-,positif,-,-,-,positif
Respon cating cpt. Cuma barang yg g sesuai. Order memori 32 gb. Dikirim 8 gb. Trima ksh,1,0,1,0,0,0,negatif,-,positif,-,-,-
"Respon cepat , recommended seller.",0,0,1,0,0,0,-,-,positif,-,-,-
"Sesuai harga .. SisSisa tes malam hari,",0,0,0,0,1,0,-,-,-,-,positif,-
"Barangnya bagus, keren, mantap, ori & resmi lagi.. Ditambah dapet gift box lagi, keren lah mantap gan.. Recomended seller..",0,1,0,0,0,0,-,positif,-,-,-,-
"Pengiriman lama, packing kurang rapi..",0,0,0,1,0,1,-,-,-,negatif,-,negatif
packing rapi . lapak nya recommended,0,0,0,1,0,0,-,-,-,positif,-,-
"Barang sesuai pesanan, cepat sampai, packing aman, fast respon, sayang bagian kameranya enggak ketutup semua...",1,0,1,1,0,1,positif,-,positif,positif,-,positif
"Barang bagus, dapet dari flash deal pulaa. makasih ya",0,1,0,0,1,0,-,positif,-,-,positif,-
simpel ...berkualitas dan sangat berguna,0,1,0,0,0,0,-,positif,-,-,-,-
"bagus, pesanan sesuai",1,1,0,0,0,0,positif,positif,-,-,-,-
"harga dengan barang sesuai, secara kualitas belum teruji karena baru beli, semoga saja awet..",0,1,0,0,1,0,-,positif,-,-,positif,-
Suka banget. Dikemas dengan sangat aman dan produk sangat sesuai deskripsi.,1,1,0,1,0,0,positif,positif,-,positif,-,-
"barang udah di tes n mantap..cuma JNE nya LAMAAAA banget,,disaran kan jgan pakai jne atau jnt.. lamaaa..di sarankan expedisi sicepat",0,1,0,0,0,1,-,positif,-,-,-,negatif
"barang sesuai pesanan, respon lambat",1,0,1,0,0,0,positif,-,negatif,-,-,-
"Barang rusak d kasih, masa gk bisa konek, udah 2 tv gk bisa konek jg....",0,1,0,0,0,0,-,negatif,-,-,-,-
"Packing baik, cuman menghubungkan dengan bluetooth tidak bisa????????",0,0,0,1,0,0,-,-,-,positif,-,-
"maaf baru kasih testi, barang yang dipesan dilapak ini sesuai dengan deskripsi , sellernya jga komunikatif jadi enak buat tanya2 tentang barang sebelum beli ... semoga awet barang nya jangan ragu sama juragan ini",1,0,1,0,0,0,positif,-,positif,-,-,-
Packing cepat barang bagus recomended seller,0,1,0,0,0,1,-,positif,-,-,-,positif
Mksh mantul..fungsi kualitas harga ..insyaalla beli yg merah nyah!!,0,1,0,0,1,0,-,positif,-,-,positif,-
slow respon,0,0,1,0,0,0,-,-,negatif,-,-,-
Harga kualitas fungsi produk mantab lah pokoknya... Gak nyesel belanja di lapak ini.. bikin hp asus max pro m2 gw makin keren broo.. mantab.. sukses terus buat lapak ini.. thanks broo...,0,1,0,0,1,0,-,positif,-,-,positif,-
Mantap pelayanan travel id barang sesuai pesanan berkah untuk pelapak next time maunpesan lagi,1,0,1,0,0,0,positif,-,positif,-,-,-
pengiriman cepat tp barang rusak Namun akan lebih baik apabila respon nya cepat,0,1,0,0,0,1,-,negatif,-,-,-,positif
Harga murah tapi suara ngga mengecewakan... Trims gan,0,1,0,0,1,0,-,positif,-,-,positif,-
"salah jenis barabg ,....................",1,0,0,0,0,0,negatif,-,-,-,-,-
"berfungsi dgn baik, suara jernih, tapi kurang nyaman di pakainya, overall ok.",0,1,0,0,0,0,-,positif,-,-,-,-
"barang sesuai pesanan, manatap",1,0,0,0,0,0,positif,-,-,-,-,-
Setelah saya coba sehari ternyata asli 100% no KW super DLL. Saran utk yang melihat barang ini saya sarankan beli lah di Sini B market kualitas REAL ORIGINAL 100%,0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai pesanan dan cepat sampainya,1,0,0,0,0,1,positif,-,-,-,-,positif
bungkusan rapi...,0,0,0,1,0,0,-,-,-,positif,-,-
Bagus sesuai pesanan harga terjangkau,1,1,0,0,1,0,positif,positif,-,-,positif,-
Barang sesuai dengan pesanan....,1,0,0,0,0,0,positif,-,-,-,-,-
Mantap dash charging lancar Dan cepat,0,1,0,0,0,0,-,positif,-,-,-,-
Respon chat yg cepat dan pengiriman barangnya cepet bangey,0,0,1,0,0,1,-,-,positif,-,-,positif
Pengiriman barang cepat,0,0,0,0,0,1,-,-,-,-,-,positif
"Senternya okey, Semuanya sesuai pesanan, pertahankan untuk semuanya pelanggan. Nanti saya order lagi, dengan kualitas yang sama Terimakasih Bukalapak. Belanja online berkualitas.",0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuaiii and fast respon,1,0,1,0,0,0,positif,-,positif,-,-,-
"Kualitas jelek, wajar aja harga murah,",0,1,0,0,1,0,-,negatif,-,-,positif,-
"Sesuai pesanan,,brg bgus berkualitas,,mantaaap",1,1,0,0,0,0,positif,positif,-,-,-,-
Alhamdulillah dapet harga flash sale thanks..,0,0,0,0,1,0,-,-,-,-,positif,-
"Barang bagus sesuai pesanan, pengiriman standar. Cuman proses dari pengemasan dan respon pelapaknya yg lama, semoga lebih baik lg. Terima kasih",0,1,1,0,0,1,-,positif,negatif,-,-,positif
Suka barangnya bagus dan pas di pakai,0,1,0,0,0,0,-,positif,-,-,-,-
Jgn mau beliiiii nyeselllll barang rusak kok di jual.,0,1,0,0,0,0,-,negatif,-,-,-,-
"Sampah, 3 kali mesan barang 3 3 nya rusak, 1 di refund 2 gak ada kabar. Namun akan lebih baik apabila barang rusak jangan harap di retur, susahnya minta ampun",0,1,0,0,0,0,-,negatif,-,-,-,-
bagus mantap sesuai deskripsi,1,1,0,0,0,0,positif,positif,-,-,-,-
"Fast respon, barang bagus, cepat sampai dan sesuai dengan keinginan.",1,1,1,0,0,1,positif,positif,positif,-,-,positif
"Mantap bos... gak nyangka kl semini ini, masuk kantong, sinarnya mantap",1,1,0,0,0,0,negatif,positif,-,-,-,-
Sesuai walaupun agak terhambat pengiriman nya,1,0,0,0,0,1,positif,-,-,-,-,negatif
"packing kayu aman, seller jg responsif. barangnya bagus, gambar jernih, koneksi gampang, cuma seting awal + tv manual agak bingung jd harus liat yutub dulu",0,1,1,1,0,0,-,positif,positif,positif,-,-
mantap gan...,0,1,0,0,0,0,-,positif,-,-,-,-
Cepat sampai bagusmaaaaaaaaaaannntaaaaaaaaaaapp,0,0,0,0,0,1,-,-,-,-,-,positif
Bagus.. Packing bagus..,0,1,0,1,0,0,-,positif,-,positif,-,-
"Brgnya ga sesuai foto. Difoto ada 3 slot, aslinya cuma 1. Baiknya dikasih juga foto aslinya kaya gmn. Soalnya kayanya emang dr produsennya yg ga sesuai.",1,0,0,0,0,0,negatif,-,-,-,-,-
"Barang dng kwalitas no1,sesusi harga sama produk rekomended seller",0,1,0,0,1,0,-,positif,-,-,positif,-
Barang sesuai pesanan and maknyus!!!,1,1,0,0,0,0,positif,positif,-,-,-,-
berbeda,1,0,0,0,0,0,negatif,-,-,-,-,-
sejau ini ok ga ad kendala. cepet jg penuhnya,0,1,0,0,0,0,-,positif,-,-,-,-
Sebaiknya berdaganglah dgn jujur biar barokah,0,0,1,0,0,0,-,-,negatif,-,-,-
Warna tidak sesuai pesanan warna sesuai order,1,0,0,0,0,0,negatif,-,-,-,-,-
Suara lumayan ngebass agak seperti punya bawaan J5 .,0,1,0,0,0,0,-,positif,-,-,-,-
"Packing baik, respon chat cepat",0,0,1,1,0,0,-,-,positif,positif,-,-
"barang sesuai, mudah mudahan awet, pengirimannya cepat, mantaaap",1,0,0,0,0,1,positif,-,-,-,-,positif
Barang sesuai pesanan dan cepat,1,0,0,0,0,1,positif,-,-,-,-,positif
"Maaf... Ada cacat fisik. Bagaimana ini? Pengiriman agak telat, tidak sesuai yang saya harapkan. Akhirnya tidak bisa saya pakai di kampung, karena keburu mudik.",1,1,0,0,0,1,negatif,negatif,-,-,-,negatif
Bagus barangnya.. Sesuai apa yang diharapin Terima kasih,1,1,0,0,0,0,positif,positif,-,-,-,-
Pengiriman cepat sampai,0,0,0,0,0,1,-,-,-,-,-,positif
"Barang Cepat sampai,saya puas,tingkatkan dan pertahankan gan tks",0,1,0,0,0,1,-,positif,-,-,-,positif
"Wanginya enak, ngechargenya cepet. Tapi ujung colokannya agak besar, jadi harus cari stop kontak yg rata supaya bisa masuk.",0,1,0,0,0,0,-,positif,-,-,-,-
"peking baik,barang sesuai pesanan...mantaffff....",1,0,0,1,0,0,positif,-,-,positif,-,-
Bahannya terlalu tipis cuma tidak sesuai pesanan,1,1,0,0,0,0,negatif,negatif,-,-,-,-
Sdh ditambahkan diketerangan warna htm malah dikirim merah kecewa,1,0,0,0,0,0,negatif,-,-,-,-,-
"Respon untuk proses pesanan lama, trus pengirimannya sangat lama",0,0,1,0,0,1,-,-,negatif,-,-,negatif
Pengiriman sesuai jadwal. Cuma kok beda sama gambarnya ya?,1,0,0,0,0,1,negatif,-,-,-,-,positif
Barang sdh diterima dgn baik dan bagus,0,1,0,0,0,0,-,positif,-,-,-,-
Barang yang saya terima buka cool cold tapi merk taffware.. Harga mahal claim original cool cold mohon di ganti gambarnya karna di lapak sebelah ada yg lebih murah.namun taffware,1,1,0,0,1,0,negatif,negatif,-,-,negatif,-
"harganya murah, tp kualitasnya ok, lampunya terang.... mantap",0,1,0,0,1,0,-,positif,-,-,positif,-
Mantap... Barang sesuai dengan pesanan dengan kualitas baik,1,1,0,0,0,0,positif,positif,-,-,-,-
Terbaiiiiikkkkk.... Jazakallah,0,1,0,0,0,0,-,positif,-,-,-,-
barang sesuai pesana,1,0,0,0,0,0,positif,-,-,-,-,-
Sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
Barang lama sampai,0,0,0,0,0,1,-,-,-,-,-,negatif
rekomended seller packing rapih dapet bonus headset,0,0,0,1,0,0,-,-,-,positif,-,-
"Mantap gan... puas lah hahaha, gripnya kenceng,... anti oleng pokoknya",0,1,0,0,0,0,-,positif,-,-,-,-
Sesuai dengan pesanan mantap gan,1,0,0,0,0,0,positif,-,-,-,-,-
harga kualitas fungsi produk lumayan lah...cepat sampai...,0,1,0,0,1,1,-,positif,-,-,positif,positif
"Barang sdh di terima dan Ori jg mantap ni sdh orderan yg ke 2X dgn beberap barang yg kita beli dan tetap No 1 Jaminan Ok , BEST & TOP RECOMMEND SELLER",0,1,0,0,0,0,-,positif,-,-,-,-
"ok sesuai iklan,, tp obeng (+) kecil nya kurang lengkap gk ada yng cocok buat hp saya dan bnyak yang sama obengnya",1,1,0,0,0,0,positif,negatif,-,-,-,-
Bagus lengkap sesuai picture,1,1,0,0,0,0,positif,positif,-,-,-,-
"sesuai harga, lemes alumuniumnya ya gan.",0,1,0,0,1,0,-,negatif,-,-,positif,-
"barang sesuai dengan gambar, langsung charging normal",1,1,0,0,0,0,positif,positif,-,-,-,-
"Packing rapi, barang cepat sampai dan kualitas baik",0,1,0,1,0,1,-,positif,-,negatif,-,positif
"Barang sesuai pesanan, packing rapi, pesanan cepat sampai",1,0,0,1,0,1,positif,-,-,positif,-,positif
Barang bagus tapi sayang lubang tempat sangkutannya yg satu gak ada pelindungnya,1,1,0,0,0,0,negatif,positif,-,-,-,-
cacat nyttttt.......,0,1,0,0,0,0,-,negatif,-,-,-,-
"Keren dan sdh jadi smart tv. Stp sayang setelah 5 bulan terpasang walaupun hanya digunakan sekali kali, alat sdh tidak berfungsi alias rusak. Barang murahan Dan kualitas jelek....maaf tidak dianjurkan utk dibeli....",0,1,0,0,0,0,-,negatif,-,-,-,-
"Mie instant dengan harga kemahalan. Porsi mie dan toping sedikit dan rasa yang biasa2 saja plus harga di atas 20K, kemahalan lha.. Untuk coba2 belinya di flash deal 10K..",0,1,0,0,1,0,-,negatif,-,-,negatif,-
Bagus multi fungsi semoga awet,0,1,0,0,0,0,-,positif,-,-,-,-
"barang sesuai pesanan, kualiatas lumayan, respon cepat, pengiriman lama tidak sesuai estimasi. thx",1,1,1,0,0,1,positif,positif,positif,-,-,negatif
Barang sesuai deskripsi dan gambar,1,0,0,0,0,0,positif,-,-,-,-,-
"Lumayan lah,bagus,harga terjangkau",0,1,0,0,1,0,-,positif,-,-,positif,-
"Menurut saya sudah cukup bagus, dan cocok.",0,1,0,0,0,0,-,positif,-,-,-,-
mantap Namun akan lebih baik apabila baterainya disertakan,1,0,0,0,0,0,negatif,-,-,-,-,-
"barang rusak 1, cuma pack plastik tanpa dus/bubblewarp",0,1,0,1,0,0,-,negatif,-,negatif,-,-
"Kualitas kabel cukup baik, cepat untuk charge hp, meskipun bentuk tidak sesuai dengan gambar.",1,1,0,0,0,0,negatif,positif,-,-,-,-
"barang baru diterima sehingga blm di test, packing kurang dibungkus tebal plastik wrap sehingga dus penyok-penyok, mudah-mudahan tidak berpengaruh thd kualitas barang, thanks anyway",0,0,0,1,0,0,-,-,-,negatif,-,-
barang bagus memuaskan .pengiriman tapi tidak sesuai metode pengiriman. saya pakai sicepat yang 1 hari tapi dikirim pakai JNE dan nyampai rumah lebih dari 1 hari.,0,1,0,0,0,1,-,positif,-,-,-,negatif
Respon dan pengiriman cepat Semoga makin berkualitas,0,0,1,0,0,1,-,-,positif,-,-,positif
Awalnya barang datang salah...tapi karena pelayanan dari Bukalapak keren dan pelapak ny keren jadi secepatnya direspon dan segera diganti/dikirim barangnya yg benar. Terima kasih sangat.....,0,0,1,0,0,0,-,-,positif,-,-,-
"So mantab sudah. Order Sabtu siang, Senin sore so sampai. Barang no cacat, sesuai gambar. Rekomend agan.",0,0,0,0,0,1,-,-,-,-,-,positif
Packing seadanya. Walhasil senter kaga nyala. Gimana nih. Saya minta duit kembali. Jangan mau beli. Barang rusak ga bisa di kembaliin. Pedagang aneh. Nyesel anda beli lampu senter disini.,0,1,0,1,0,0,-,negatif,-,negatif,-,-
Kcwa barang rusak,0,1,0,0,0,0,-,negatif,-,-,-,-
Kurang puas headset tidak stereo,0,1,0,0,0,0,-,negatif,-,-,-,-
Terima kasihh sudah mengirimkan paket dengan aman sampai tujuan..isi pake bagus..sesuai ekspektasi..bintang 5 layak untuk ini seller..,1,1,0,0,0,0,positif,positif,-,-,-,-
Mantap..barang sesuai dan cepat sampai,1,0,0,0,0,1,positif,-,-,-,-,positif
lumayan Namun akan lebih baik apabila sesuai harga,0,0,0,0,1,0,-,-,-,-,negatif,-
"Alhamdulilah pisau cukurnya bagus dan baik,barang sesuai dengan gambar. Respon pelapak cepat dan barang cepat sampai.",1,1,1,0,0,1,positif,positif,positif,-,-,positif
Kerennn goood sangay cepat respon nya,0,0,1,0,0,0,-,-,positif,-,-,-
Warnanya gak bs d request sm customer. Isi obengnya gak ada di kemasan.,1,0,0,0,0,0,negatif,-,-,-,-,-
"sesuai dengan pesanan, packing jg bangus",1,0,0,1,0,0,positif,-,-,positif,-,-
Kerennnnnnnnnnnnnnnnnnnnnnnnnn Kerennnnnnnnnnnnnnnnnnnnnnnnnn,0,1,0,0,0,0,-,positif,-,-,-,-
Barang sesuai apa yg kita pesan dan packing good,1,0,0,1,0,0,positif,-,-,positif,-,-
Packing kurang rapih basah terkena hujan,0,0,0,1,0,0,-,-,-,negatif,-,-
"Mantao gan, sesuai deskripsi harga murah",1,1,0,0,1,0,positif,positif,-,-,positif,-
sesuai gambar & pesanan warna,1,0,0,0,0,0,positif,-,-,-,-,-
"barang diterima dengan baik, dan sesuai pesanan",1,0,0,0,0,0,positif,-,-,-,-,-
Barang sesuai dengan expektasi...,1,0,0,0,0,0,positif,-,-,-,-,-
"Semua bagus (harga, kecepatan pengiriman, respon penjual smua bagus) Kec packing kurang, Kedepan klo ane pesan lagi, shiping label nya alamt sajanya gan yg di cetak (tdk dgn nama barang) soalnya alamatnya kantor.",0,1,1,1,1,1,-,positif,positif,negatif,positif,positif
"Dicharge penuh dan dipakai di therion 166, baru setengah terpakai, sdh ada keterangan check your batteries. Setelah saya bawa dan di cek di vapestore, ternyata baterai nya KW. Tidak ada sticker gesek di baterai nya. Dan palang kutub positifnya palang 4. Infondr vapestore yang asli palang 3. Seharusnya di info saja barangnya KW. Jadi pembeli bs menimbang2 antara barang murah tp KW atau barang sedikit mahal tp ORI.",0,1,0,0,1,0,-,negatif,-,-,positif,-
"Barang bagus, langsung bisa dipakai...",0,1,0,0,0,0,-,positif,-,-,-,-
Barang bagus tapi warna tidak sesuai alangkah lebih baik hubungi buyer agar mengganti warna..,1,1,0,0,0,0,negatif,positif,-,-,-,-
"Barang oke bgt, cman pengirimannya aja yg lama",0,1,0,0,0,1,-,positif,-,-,-,negatif
So far. Barang bisa berfungsi dengan baik. Kecewa proses pengirimannya aja yg gk sesuai.,0,1,0,0,0,1,-,positif,-,-,-,negatif
"Good, barang sesuai pesanan",1,1,0,0,0,0,positif,positif,-,-,-,-
barang sudah sampai n sesuai pesanan,1,0,0,0,0,0,positif,-,-,-,-,-
Barang murah ...packing rapi pgirman cepat,0,0,0,1,1,1,-,-,-,positif,positif,positif
Sesuai dengan pesanan dan ongkir tolong di kurangi kemahalan.,1,0,0,0,1,1,positif,-,-,-,negatif,negatif
bagus Namun akan lebih baik apabila dicek lagi ke HP.,0,1,0,0,0,0,-,positif,-,-,-,-
Barang datang sesuai pesanan dan tidak cacat...,1,1,0,0,0,0,positif,positif,-,-,-,-
selalu senang blanja di sini.. barang dan respon sipp bgt,0,1,1,0,0,0,-,positif,positif,-,-,-
Barang cepet banget sampenya pesen hari kamis ehhh juma't nya udah datang barangnya.mantap laahhh sukses terus dan pertahankan yah.,0,1,1,0,0,1,-,positif,positif,-,-,positif
Barang sudah diterima.bagus bahan jersey,0,1,0,0,0,0,-,positif,-,-,-,-
"Barang yang di kirim juga sesuai dengan pesanan, Kualitas mantap",1,1,0,0,0,0,positif,positif,-,-,-,-
barang rusak tidak bisa digunakan,0,1,0,0,0,0,-,negatif,-,-,-,-
"barang bagus, ongkir kemahalan",0,1,0,0,1,1,-,positif,-,-,negatif,negatif
Sayang anti gores nya pecah gara2 di buka paksa sama keponakan.. case-nya top..,0,1,0,0,0,0,-,negatif,-,-,-,-
"Barang sudah di terima namun tidak sesuai dg harapan, barang china tidak pernah memuaskan",1,1,0,0,0,0,negatif,negatif,-,-,-,-
"Keseluruhan baik,hanya saja disayangkan warna pesanan tidak sesuai dengan yang diminta dan responnya termasuk lambat untuk menanggapi sejak pesanan dilakukan pembayaran..",1,0,1,0,0,0,negatif,-,negatif,-,-,-
"saya kecewa sekali barang yg di kirim tidak seperti gambar, beli mahal2 ga terpakai",1,0,0,0,1,0,negatif,-,-,-,negatif,-
"Respon cepat, packing rapi... Tapi warna barang tidak sesuai dengan pesanan...",1,0,1,1,0,0,negatif,-,positif,positif,-,-
Barang sampai dengan cepat dan sesuai pesanan,1,0,0,0,0,1,positif,-,-,-,-,positif
"works flawlessly, easy installation",0,1,0,0,0,0,-,positif,-,-,-,-
"Sampai Hari Ini BELUM SAYA TERIMA, Chat SELLER Tidak Ada RESPON, Padahal Status ONLINE!!!!",0,0,1,0,0,1,-,-,negatif,-,-,negatif
sesuai pesanan.. thanks semoga awet,1,0,0,0,0,0,positif,-,-,-,-,-
"Respon cepat,packing jg baik. Recommended seller,thank you",0,0,1,1,0,0,-,-,positif,positif,-,-
"barang sesuai pesanan, pelayanan ramah",1,0,1,0,0,0,positif,-,positif,-,-,-
"Barang bagus keren dan berfungsi walaupun Packing penyok sedikit its oke lab , tp yg saya sayangkan pelapak tidak membalas cheat saya, dan harga pengiriman barang lebih mahal dari sebelum nya Jadi saya kasih 4 bintang",0,1,1,1,1,1,-,positif,negatif,negatif,negatif,negatif
Barang bagus banget kualitas sangat baik..,0,1,0,0,0,0,-,positif,-,-,-,-
Sudah dicoba pakai. Seperti headset samsung bawaan hp S6. Baguslah suaranya. Tombol2 berfungsi layaknya headset bawaan.,0,1,0,0,0,0,-,positif,-,-,-,-
"packing ok, barang ok sesuai dekripsi",1,1,0,1,0,0,positif,positif,-,positif,-,-
"Saya suka, mahal dikit tapi bagus banget",0,1,0,0,1,0,-,positif,-,-,negatif,-
"Ternyata barang nya kecil,, sebesar ibu jari,, saya kira besar,,",1,0,0,0,0,0,negatif,-,-,-,-,-
Sesuai pesanan yang di harapkan. Sukses selalu,1,0,0,0,0,0,positif,-,-,-,-,-
"Habis nyate dtg paket, tyt kurirny gak libur id.adha,, barangnya bgs, puasss bgt, dpt harga murah sekali, thx bl dan seller sukses yaa",0,1,0,0,1,0,-,positif,-,-,positif,-
Secara umum harga model logitech R400 lebih mahal dibandingkan model Targus. Saya pesan model R400 di toko ini karena paling murah harganya bisa 98 ribu. Tapi yang dikirim model Targus yang dilapak lainpun ada yang menjual 70ribuan. Jadi sekarang saya merasa kemahalan beli model targus seharga 98 ribu. Tapi saya malas urus retour atau refund nya. Karena barangnya mau saya pakai besok. Apa boleh buat.,1,0,0,0,1,0,negatif,-,-,-,negatif,-
"kualitas Baik, Harga sesuai dan awet",0,1,0,0,1,0,-,positif,-,-,positif,-
"respon lambat, beli yang ada double tapenya tapi dikirim yang tidak ada double tape",1,0,1,0,0,0,negatif,-,negatif,-,-,-
Bener bener mini simple buat di kantong ga ribet kapan pun dimana pun di bawa terus oke.... makasih gan semoga aweetttt,0,1,0,0,0,0,-,positif,-,-,-,-
"biarkan bintang yang berbicara ,pokok nya barang keren sangat, pengiriman cepat ,respon pelapak cepat dan friendly. recommended !!! tingkatkan pelayanan lg gan , sukses slalu .tq",0,1,1,0,0,1,-,positif,positif,-,-,positif
"barang salah kirim, order ac holder besi hp+gps pada mobil (transaksi#151001158605), yang datang minifan air conditioning",1,0,0,0,0,0,negatif,-,-,-,-,-
Barang kualitas jelek.. ngk bisa digunakan.. ngk bisa dicas.. lampu indikator mati...,0,1,0,0,0,0,-,negatif,-,-,-,-
"Fast respon, barang bagus, cepat sampai dan sesuai dengan keinginan.",1,1,1,0,0,1,positif,positif,positif,-,-,positif
Puas bgt!,0,1,0,0,0,0,-,positif,-,-,-,-
Tempered glass kekecilan,1,0,0,0,0,0,negatif,-,-,-,-,-
Bagus.rapih,0,1,0,1,0,0,-,positif,-,positif,-,-
packing kurang bagus Namun akan lebih baik apabila garansi,0,0,0,1,0,0,-,-,-,negatif,-,-
Botol minum nya bagus & mudah di bawa ke mana-mana..,0,1,0,0,0,0,-,positif,-,-,-,-
"Barang sesuai pesanan, recomend seller",1,0,0,0,0,0,positif,-,-,-,-,-
"Barang sesuai, bagus, respon cepat",1,1,1,0,0,0,positif,positif,positif,-,-,-
"Saya beli barang baru bukan bekas dan rusak knp di kasih barang rusak, sy beli loh bayar loh bukan minta, tolong kl usaha yg jujur ya biar berkah, saya sangat kecewa",0,1,0,0,0,0,-,negatif,-,-,-,-
Barang sesuai dengan keinginan,1,0,0,0,0,0,positif,-,-,-,-,-
packing kurang aman Namun akan lebih baik apabila perbaiki pelayanan,0,0,1,1,0,0,-,-,negatif,negatif,-,-
barang rusak Namun akan lebih baik apabila di berikan yg sesuai,1,1,0,0,0,0,negatif,negatif,-,-,-,-
respon okaay,0,0,1,0,0,0,-,-,positif,-,-,-
Harga sangat terjangkau dan kualitas kurang baik. 2 minggu beli sdh tdk bs dipakai / rusak,0,1,0,0,1,0,-,negatif,-,-,positif,-
"Suaranya bagus menurut saya, treble sama bass nya cocok pas, ga kecewa, semoga awet :D",0,1,0,0,0,0,-,positif,-,-,-,-
Barang oke.. Cepat sampai dan baguus,0,1,0,0,0,1,-,positif,-,-,-,positif
terima kasih :) barang cepat sampe dan sdh diterima,0,0,0,0,0,1,-,-,-,-,-,positif
"Barangnya mantap,keren dan bagus",0,1,0,0,0,0,-,positif,-,-,-,-
kualitas bagus,0,1,0,0,0,0,-,positif,-,-,-,-
Barang rusak,0,1,0,0,0,0,-,negatif,-,-,-,-
Barang oke..sesuai deskripsi...dpt harga murah pas flash sale,1,1,0,0,1,0,positif,positif,-,-,positif,-
Saya puas aj utk pesanannya dan rekomended banget,0,1,0,0,0,0,-,positif,-,-,-,-
